time_seconds,speed_meters_per_second,acceleration_meters_per_second_squared,Slope,Acceleration_Category,Good_driver
74.0,0.027174877,0.00945943,0.007423452,No Acceleration/Deceleration,0
75.0,0.019135956,-0.008038921,-0.017498351,No Acceleration/Deceleration,0
76.0,0.010930963,-0.008204993,-0.00016607200000000148,No Acceleration/Deceleration,0
78.0,0.008121336,-0.001404814,0.006800179000000001,No Acceleration/Deceleration,0
79.0,0.007735534,-0.000385802,0.0010190120000000001,No Acceleration/Deceleration,0
81.0,0.008312891,0.000288678,0.00067448,No Acceleration/Deceleration,0
82.0,0.006298441,-0.00201445,-0.002303128,No Acceleration/Deceleration,0
83.0,0.005128986,-0.001169456,0.0008449940000000002,No Acceleration/Deceleration,0
84.0,0.005299833,0.000170847,0.001340303,No Acceleration/Deceleration,0
85.0,0.004812425,-0.000487408,-0.000658255,No Acceleration/Deceleration,0
86.0,0.004397067,-0.000415358,7.204999999999999e-05,No Acceleration/Deceleration,0
87.0,0.005542196,0.001145129,0.001560487,No Acceleration/Deceleration,0
88.0,0.006763425,0.001221229,7.610000000000017e-05,No Acceleration/Deceleration,0
89.0,0.006207266,-0.000556159,-0.001777388,No Acceleration/Deceleration,0
90.0,0.005580023,-0.000627243,-7.108400000000001e-05,No Acceleration/Deceleration,0
91.0,0.005464532,-0.000115491,0.000511752,No Acceleration/Deceleration,0
92.0,0.006021432,0.0005569,0.000672391,No Acceleration/Deceleration,0
93.0,0.004274451,-0.001746981,-0.0023038810000000002,No Acceleration/Deceleration,0
95.0,0.006525377,0.001125463,0.002872444,No Acceleration/Deceleration,0
96.0,0.004392585,-0.002132792,-0.003258255,No Acceleration/Deceleration,0
98.0,0.008317395,0.001962405,0.004095197,No Acceleration/Deceleration,0
99.0,0.009127741,0.000810346,-0.001152059,No Acceleration/Deceleration,0
101.0,0.009430938,0.000151598,-0.000658748,No Acceleration/Deceleration,0
102.0,0.006526321,-0.002904617,-0.003056215,No Acceleration/Deceleration,0
104.0,0.014459572,0.003966626,0.006871243,No Acceleration/Deceleration,0
105.0,0.010425471,-0.004034101,-0.008000727,No Acceleration/Deceleration,0
106.0,0.007219286,-0.003206185,0.0008279160000000002,No Acceleration/Deceleration,0
107.0,0.007333229,0.000113944,0.003320129,No Acceleration/Deceleration,0
108.0,0.008160071,0.000826842,0.000712898,No Acceleration/Deceleration,0
109.0,0.006387329,-0.001772742,-0.002599584,No Acceleration/Deceleration,0
110.0,0.005079954,-0.001307375,0.00046536699999999995,No Acceleration/Deceleration,0
111.0,0.006101205,0.001021251,0.002328626,No Acceleration/Deceleration,0
112.0,0.005478006,-0.000623199,-0.00164445,No Acceleration/Deceleration,0
113.0,0.006026279,0.000548272,0.0011714709999999999,No Acceleration/Deceleration,0
114.0,0.007732545,0.001706266,0.0011579939999999999,No Acceleration/Deceleration,0
115.0,0.0068664,-0.000866145,-0.002572411,No Acceleration/Deceleration,0
117.0,0.005145509,-0.000860445,5.699999999999976e-06,No Acceleration/Deceleration,0
118.0,0.004211153,-0.000934356,-7.391099999999996e-05,No Acceleration/Deceleration,0
120.0,0.005653969,0.000721408,0.001655764,No Acceleration/Deceleration,0
121.0,0.005491193,-0.000162776,-0.000884184,No Acceleration/Deceleration,0
123.0,0.011352835,0.002930821,0.003093597,No Acceleration/Deceleration,0
124.0,0.008324196,-0.003028639,-0.00595946,No Acceleration/Deceleration,0
125.0,0.006855679,-0.001468517,0.0015601220000000002,No Acceleration/Deceleration,0
126.0,0.006733132,-0.000122547,0.00134597,No Acceleration/Deceleration,0
127.0,0.006166964,-0.000566168,-0.00044362100000000005,No Acceleration/Deceleration,0
128.0,0.011724102,0.005557138,0.006123305999999999,No Acceleration/Deceleration,0
129.0,0.011723407,-6.95e-07,-0.005557833,No Acceleration/Deceleration,0
130.0,0.007896191,-0.003827216,-0.003826521,No Acceleration/Deceleration,0
131.0,0.006117126,-0.001779065,0.002048151,No Acceleration/Deceleration,0
132.0,0.006219313,0.000102187,0.001881252,No Acceleration/Deceleration,0
133.0,0.005998852,-0.000220461,-0.00032264800000000003,No Acceleration/Deceleration,0
134.0,0.007017244,0.001018392,0.0012388529999999998,No Acceleration/Deceleration,0
135.0,0.005648708,-0.001368535,-0.0023869269999999996,No Acceleration/Deceleration,0
136.0,0.005503676,-0.000145032,0.001223503,No Acceleration/Deceleration,0
137.0,0.003907466,-0.00159621,-0.001451178,No Acceleration/Deceleration,0
138.0,0.005981363,0.002073897,0.0036701069999999997,No Acceleration/Deceleration,0
139.0,0.005312024,-0.00066934,-0.002743237,No Acceleration/Deceleration,0
140.0,0.005270687,-4.13e-05,0.0006280400000000001,No Acceleration/Deceleration,0
141.0,0.004983252,-0.000287435,-0.000246135,No Acceleration/Deceleration,0
142.0,0.004379726,-0.000603526,-0.00031609099999999995,No Acceleration/Deceleration,0
143.0,0.004352108,-2.76e-05,0.0005759259999999999,No Acceleration/Deceleration,0
145.0,0.004522821,8.54e-05,0.00011300000000000001,No Acceleration/Deceleration,0
146.0,0.006214006,0.001691185,0.001605785,No Acceleration/Deceleration,0
148.0,0.004810105,-0.000701951,-0.002393136,No Acceleration/Deceleration,0
149.0,0.004594749,-0.000215356,0.00048659500000000004,No Acceleration/Deceleration,0
150.0,0.006266764,0.001672015,0.001887371,No Acceleration/Deceleration,0
151.0,0.005442092,-0.000824673,-0.002496688,No Acceleration/Deceleration,0
152.0,0.003915556,-0.001526536,-0.0007018629999999999,No Acceleration/Deceleration,0
153.0,0.002525716,-0.00138984,0.00013669599999999995,No Acceleration/Deceleration,0
154.0,0.006341435,0.003815719,0.005205559,No Acceleration/Deceleration,0
155.0,0.004834306,-0.001507129,-0.005322848,No Acceleration/Deceleration,0
156.0,0.004201248,-0.000633058,0.000874071,No Acceleration/Deceleration,0
157.0,0.003143305,-0.001057943,-0.00042488499999999995,No Acceleration/Deceleration,0
158.0,0.013770038,0.010626733,0.011684676,No Acceleration/Deceleration,0
159.0,0.007771029,-0.005999009,-0.016625742,No Acceleration/Deceleration,0
161.0,0.006341425,-0.000714802,0.005284207,No Acceleration/Deceleration,0
162.0,0.008911841,0.002570416,0.003285218,No Acceleration/Deceleration,0
163.0,0.005026563,-0.003885278,-0.006455694,No Acceleration/Deceleration,0
165.0,0.011327256,0.003150347,0.007035625,No Acceleration/Deceleration,0
166.0,0.00711017,-0.004217086,-0.007367433,No Acceleration/Deceleration,0
167.0,0.006699718,-0.000410452,0.003806634,No Acceleration/Deceleration,0
169.0,0.008528782,0.000914532,0.001324984,No Acceleration/Deceleration,0
170.0,0.00660783,-0.001920952,-0.002835484,No Acceleration/Deceleration,0
172.0,0.007009689,0.00020093,0.0021218820000000003,No Acceleration/Deceleration,0
173.0,0.00461218,-0.002397509,-0.002598439,No Acceleration/Deceleration,0
174.0,0.007321652,0.002709472,0.005106981,No Acceleration/Deceleration,0
176.0,0.007094103,-0.000113774,-0.002823246,No Acceleration/Deceleration,0
177.0,0.008172843,0.00107874,0.001192514,No Acceleration/Deceleration,0
178.0,0.007813916,-0.000358927,-0.001437667,No Acceleration/Deceleration,0
179.0,0.005916247,-0.001897669,-0.001538742,No Acceleration/Deceleration,0
180.0,0.006305955,0.000389708,0.002287377,No Acceleration/Deceleration,0
182.0,0.007511746,0.000602895,0.000213187,No Acceleration/Deceleration,0
183.0,0.005789588,-0.001722158,-0.0023250529999999997,No Acceleration/Deceleration,0
185.0,0.006732529,0.00047147,0.002193628,No Acceleration/Deceleration,0
186.0,0.005991676,-0.000740853,-0.001212323,No Acceleration/Deceleration,0
188.0,0.007024892,0.000516608,0.001257461,No Acceleration/Deceleration,0
189.0,0.00479785,-0.002227041,-0.002743649,No Acceleration/Deceleration,0
191.0,0.008167012,0.001684581,0.003911622,No Acceleration/Deceleration,0
192.0,0.005111691,-0.003055321,-0.004739902000000001,No Acceleration/Deceleration,0
193.0,0.005123327,1.16e-05,0.0030669210000000002,No Acceleration/Deceleration,0
195.0,0.29153633,0.143206502,0.143194902,No Acceleration/Deceleration,0
196.0,0.7176349,0.42609857,0.282892068,No Acceleration/Deceleration,0
198.0,1.7937591,0.5380621,0.11196352999999998,No Acceleration/Deceleration,0
199.0,2.4579337,0.6641746,0.12611249999999996,No Acceleration/Deceleration,0
200.0,3.236828,0.7788943,0.11471970000000009,No Acceleration/Deceleration,0
202.0,4.299495,0.5313335,-0.24756080000000003,No Acceleration/Deceleration,0
203.0,8.194791,3.895296,3.3639625,Rapid Acceleration,0
205.0,10.885384,1.3452965,-2.5499995,Rapid Deceleration,0
206.0,11.802369,0.916985,-0.42831149999999985,No Acceleration/Deceleration,0
208.0,11.827536,0.0125835,-0.9044015000000001,Smooth Deceleration,1
209.0,12.219478,0.391942,0.3793585,No Acceleration/Deceleration,0
210.0,12.489938,0.27046,-0.12148200000000003,No Acceleration/Deceleration,0
211.0,13.021008,0.53107,0.26061000000000006,No Acceleration/Deceleration,0
214.0,15.143607,0.707533,0.17646299999999993,No Acceleration/Deceleration,0
215.0,15.863926,0.720319,0.012786000000000075,No Acceleration/Deceleration,0
216.0,16.560097,0.696171,-0.02414800000000006,No Acceleration/Deceleration,0
217.0,16.64747,0.087373,-0.608798,Smooth Deceleration,1
222.0,17.14895,0.100296,0.01292299999999999,No Acceleration/Deceleration,0
223.0,17.503235,0.354285,0.253989,No Acceleration/Deceleration,0
224.0,17.874756,0.371521,0.017235999999999974,No Acceleration/Deceleration,0
225.0,18.23089,0.356134,-0.015386999999999984,No Acceleration/Deceleration,0
226.0,18.548683,0.317793,-0.038341000000000014,No Acceleration/Deceleration,0
227.0,18.797626,0.248943,-0.06885,No Acceleration/Deceleration,0
228.0,19.040733,0.243107,-0.005836000000000008,No Acceleration/Deceleration,0
229.0,19.261515,0.220782,-0.022324999999999984,No Acceleration/Deceleration,0
230.0,19.49491,0.233395,0.012612999999999985,No Acceleration/Deceleration,0
231.0,19.700632,0.205722,-0.027673000000000003,No Acceleration/Deceleration,0
232.0,19.518322,-0.18231,-0.388032,No Acceleration/Deceleration,0
233.0,19.144136,-0.374186,-0.19187600000000002,No Acceleration/Deceleration,0
234.0,18.913658,-0.230478,0.14370800000000003,No Acceleration/Deceleration,0
235.0,19.14791,0.234252,0.46473,No Acceleration/Deceleration,0
236.0,19.57192,0.42401,0.189758,No Acceleration/Deceleration,0
237.0,19.98923,0.41731,-0.006699999999999984,No Acceleration/Deceleration,0
238.0,20.376606,0.387376,-0.029934000000000016,No Acceleration/Deceleration,0
239.0,20.766132,0.389526,0.0021499999999999853,No Acceleration/Deceleration,0
240.0,21.08639,0.320258,-0.069268,No Acceleration/Deceleration,0
241.0,21.362045,0.275655,-0.044603000000000004,No Acceleration/Deceleration,0
242.0,21.610798,0.248753,-0.02690199999999998,No Acceleration/Deceleration,0
243.0,21.831493,0.220695,-0.028058,No Acceleration/Deceleration,0
244.0,22.031038,0.199545,-0.021150000000000002,No Acceleration/Deceleration,0
245.0,22.342094,0.311056,0.111511,No Acceleration/Deceleration,0
246.0,22.504374,0.16228,-0.148776,No Acceleration/Deceleration,0
247.0,22.735695,0.231321,0.06904099999999999,No Acceleration/Deceleration,0
248.0,22.814823,0.079128,-0.152193,No Acceleration/Deceleration,0
249.0,23.269627,0.454804,0.375676,No Acceleration/Deceleration,0
250.0,23.49478,0.225153,-0.229651,No Acceleration/Deceleration,0
251.0,23.787836,0.293056,0.06790299999999999,No Acceleration/Deceleration,0
252.0,23.96746,0.179624,-0.11343199999999998,No Acceleration/Deceleration,0
253.0,24.305658,0.338198,0.158574,No Acceleration/Deceleration,0
254.0,24.46626,0.160602,-0.177596,No Acceleration/Deceleration,0
255.0,24.650892,0.184632,0.024029999999999996,No Acceleration/Deceleration,0
256.0,24.79771,0.146818,-0.037813999999999987,No Acceleration/Deceleration,0
257.0,24.836206,0.038496,-0.108322,No Acceleration/Deceleration,0
258.0,24.550488,-0.285718,-0.324214,No Acceleration/Deceleration,0
259.0,24.105986,-0.444502,-0.15878399999999998,No Acceleration/Deceleration,0
260.0,23.72268,-0.383306,0.06119600000000003,No Acceleration/Deceleration,0
261.0,23.148829,-0.573851,-0.19054500000000002,No Acceleration/Deceleration,0
262.0,22.987818,-0.161011,0.41284,No Acceleration/Deceleration,0
263.0,22.611122,-0.376696,-0.215685,No Acceleration/Deceleration,0
264.0,22.401613,-0.209509,0.16718699999999997,No Acceleration/Deceleration,0
265.0,22.441221,0.039608,0.249117,No Acceleration/Deceleration,0
266.0,22.837078,0.395857,0.35624900000000004,No Acceleration/Deceleration,0
267.0,22.933006,0.095928,-0.299929,No Acceleration/Deceleration,0
268.0,23.19452,0.261514,0.165586,No Acceleration/Deceleration,0
269.0,23.51227,0.31775,0.05623599999999995,No Acceleration/Deceleration,0
270.0,23.790468,0.278198,-0.039551999999999976,No Acceleration/Deceleration,0
271.0,23.817636,0.027168,-0.25103,No Acceleration/Deceleration,0
272.0,23.75534,-0.062296,-0.089464,No Acceleration/Deceleration,0
273.0,23.783955,0.028615,0.09091099999999999,No Acceleration/Deceleration,0
274.0,23.802567,0.018612,-0.010003000000000001,No Acceleration/Deceleration,0
275.0,23.835745,0.033178,0.014565999999999999,No Acceleration/Deceleration,0
276.0,23.814949,-0.020796,-0.053973999999999994,No Acceleration/Deceleration,0
277.0,23.818476,0.003527,0.024322999999999997,No Acceleration/Deceleration,0
278.0,23.754562,-0.063914,-0.067441,No Acceleration/Deceleration,0
279.0,23.78968,0.035118,0.09903200000000001,No Acceleration/Deceleration,0
280.0,23.73127,-0.05841,-0.093528,No Acceleration/Deceleration,0
281.0,23.694138,-0.037132,0.021278,No Acceleration/Deceleration,0
282.0,23.461283,-0.232855,-0.195723,No Acceleration/Deceleration,0
283.0,23.538643,0.07736,0.310215,No Acceleration/Deceleration,0
284.0,23.601742,0.063099,-0.014260999999999996,No Acceleration/Deceleration,0
285.0,23.761223,0.159481,0.09638200000000001,No Acceleration/Deceleration,0
286.0,23.869337,0.108114,-0.05136700000000001,No Acceleration/Deceleration,0
287.0,23.953712,0.084375,-0.023738999999999996,No Acceleration/Deceleration,0
288.0,23.95087,-0.002842,-0.087217,No Acceleration/Deceleration,0
289.0,23.809229,-0.141641,-0.13879899999999998,No Acceleration/Deceleration,0
290.0,23.559923,-0.249306,-0.10766500000000001,No Acceleration/Deceleration,0
291.0,23.35067,-0.209253,0.040053000000000005,No Acceleration/Deceleration,0
292.0,23.119675,-0.230995,-0.02174200000000001,No Acceleration/Deceleration,0
293.0,23.165886,0.046211,0.277206,No Acceleration/Deceleration,0
294.0,23.775566,0.60968,0.563469,Smooth Acceleration,1
295.0,23.821573,0.046007,-0.563673,Smooth Deceleration,1
296.0,24.110085,0.288512,0.242505,No Acceleration/Deceleration,0
297.0,24.121445,0.01136,-0.277152,No Acceleration/Deceleration,0
298.0,24.086374,-0.035071,-0.046431,No Acceleration/Deceleration,0
299.0,24.331371,0.244997,0.280068,No Acceleration/Deceleration,0
300.0,24.841211,0.50984,0.26484299999999994,No Acceleration/Deceleration,0
301.0,25.028164,0.186953,-0.3228869999999999,No Acceleration/Deceleration,0
302.0,25.07596,0.047796,-0.139157,No Acceleration/Deceleration,0
303.0,25.018438,-0.057522,-0.105318,No Acceleration/Deceleration,0
304.0,24.84375,-0.174688,-0.11716600000000002,No Acceleration/Deceleration,0
305.0,24.625134,-0.218616,-0.043927999999999995,No Acceleration/Deceleration,0
306.0,24.831553,0.206419,0.425035,No Acceleration/Deceleration,0
307.0,24.956968,0.125415,-0.08100399999999999,No Acceleration/Deceleration,0
308.0,25.364042,0.407074,0.281659,No Acceleration/Deceleration,0
309.0,25.476555,0.112513,-0.29456099999999996,No Acceleration/Deceleration,0
310.0,25.585955,0.1094,-0.0031130000000000047,No Acceleration/Deceleration,0
311.0,25.53902,-0.046935,-0.156335,No Acceleration/Deceleration,0
312.0,25.474117,-0.064903,-0.017968000000000005,No Acceleration/Deceleration,0
313.0,25.452766,-0.021351,0.04355200000000001,No Acceleration/Deceleration,0
314.0,25.433973,-0.018793,0.0025579999999999978,No Acceleration/Deceleration,0
315.0,25.421959,-0.012014,0.006779,No Acceleration/Deceleration,0
316.0,25.373564,-0.048395,-0.036381,No Acceleration/Deceleration,0
317.0,25.205263,-0.168301,-0.11990600000000001,No Acceleration/Deceleration,0
318.0,24.978125,-0.227138,-0.058837,No Acceleration/Deceleration,0
319.0,24.88597,-0.092155,0.13498300000000002,No Acceleration/Deceleration,0
320.0,24.927656,0.041686,0.133841,No Acceleration/Deceleration,0
321.0,25.023962,0.096306,0.05462,No Acceleration/Deceleration,0
322.0,25.047358,0.023396,-0.07291,No Acceleration/Deceleration,0
323.0,25.036474,-0.010884,-0.03428,No Acceleration/Deceleration,0
324.0,25.041964,0.00549,0.016374,No Acceleration/Deceleration,0
325.0,25.079254,0.03729,0.031799999999999995,No Acceleration/Deceleration,0
326.0,25.270601,0.191347,0.154057,No Acceleration/Deceleration,0
327.0,25.288774,0.018173,-0.173174,No Acceleration/Deceleration,0
328.0,25.363703,0.074929,0.056755999999999994,No Acceleration/Deceleration,0
329.0,25.435883,0.07218,-0.0027490000000000014,No Acceleration/Deceleration,0
330.0,25.387753,-0.04813,-0.12031,No Acceleration/Deceleration,0
331.0,25.204044,-0.183709,-0.135579,No Acceleration/Deceleration,0
332.0,25.38255,0.178506,0.362215,No Acceleration/Deceleration,0
333.0,25.508295,0.125745,-0.052761,No Acceleration/Deceleration,0
334.0,25.667856,0.159561,0.03381600000000001,No Acceleration/Deceleration,0
335.0,25.970556,0.3027,0.14313900000000002,No Acceleration/Deceleration,0
336.0,26.376568,0.406012,0.10331199999999996,No Acceleration/Deceleration,0
337.0,26.570883,0.194315,-0.211697,No Acceleration/Deceleration,0
338.0,26.762102,0.191219,-0.0030959999999999877,No Acceleration/Deceleration,0
339.0,26.87448,0.112378,-0.078841,No Acceleration/Deceleration,0
340.0,26.782885,-0.091595,-0.20397300000000002,No Acceleration/Deceleration,0
341.0,26.851126,0.068241,0.15983599999999998,No Acceleration/Deceleration,0
342.0,26.666677,-0.184449,-0.25268999999999997,No Acceleration/Deceleration,0
343.0,26.335508,-0.331169,-0.14672,No Acceleration/Deceleration,0
344.0,25.9268,-0.408708,-0.07753900000000002,No Acceleration/Deceleration,0
345.0,25.783627,-0.143173,0.265535,No Acceleration/Deceleration,0
346.0,25.794373,0.010746,0.153919,No Acceleration/Deceleration,0
347.0,25.872423,0.07805,0.06730399999999999,No Acceleration/Deceleration,0
348.0,26.015583,0.14316,0.06511000000000002,No Acceleration/Deceleration,0
349.0,26.116152,0.100569,-0.042591000000000004,No Acceleration/Deceleration,0
350.0,25.996677,-0.119475,-0.22004400000000002,No Acceleration/Deceleration,0
351.0,25.645952,-0.350725,-0.23125,No Acceleration/Deceleration,0
352.0,25.226093,-0.419859,-0.06913399999999997,No Acceleration/Deceleration,0
353.0,25.019363,-0.20673,0.21312899999999999,No Acceleration/Deceleration,0
354.0,25.03082,0.011457,0.218187,No Acceleration/Deceleration,0
355.0,25.177866,0.147046,0.13558900000000002,No Acceleration/Deceleration,0
356.0,25.516459,0.338593,0.19154699999999997,No Acceleration/Deceleration,0
357.0,25.80155,0.285091,-0.053501999999999994,No Acceleration/Deceleration,0
358.0,26.073172,0.271622,-0.013469000000000009,No Acceleration/Deceleration,0
359.0,26.427273,0.354101,0.08247900000000002,No Acceleration/Deceleration,0
360.0,26.673843,0.24657,-0.10753099999999999,No Acceleration/Deceleration,0
361.0,26.544662,-0.129181,-0.375751,No Acceleration/Deceleration,0
362.0,26.054426,-0.490236,-0.361055,No Acceleration/Deceleration,0
363.0,25.512583,-0.541843,-0.05160699999999996,No Acceleration/Deceleration,0
364.0,24.503912,-1.008671,-0.46682800000000013,No Acceleration/Deceleration,0
365.0,23.452034,-1.051878,-0.043206999999999995,No Acceleration/Deceleration,0
366.0,22.914988,-0.537046,0.5148320000000001,Smooth Acceleration,1
367.0,22.45014,-0.464848,0.07219800000000004,No Acceleration/Deceleration,0
368.0,22.024881,-0.425259,0.039588999999999985,No Acceleration/Deceleration,0
369.0,21.679668,-0.345213,0.080046,No Acceleration/Deceleration,0
370.0,21.333595,-0.346073,-0.0008600000000000274,No Acceleration/Deceleration,0
371.0,21.039093,-0.294502,0.051571000000000033,No Acceleration/Deceleration,0
372.0,20.694447,-0.344646,-0.05014400000000002,No Acceleration/Deceleration,0
373.0,20.101606,-0.592841,-0.24819499999999994,No Acceleration/Deceleration,0
374.0,19.4818,-0.619806,-0.026965000000000017,No Acceleration/Deceleration,0
375.0,19.694624,0.212824,0.83263,Smooth Acceleration,1
376.0,19.501707,-0.192917,-0.405741,No Acceleration/Deceleration,0
377.0,19.34373,-0.157977,0.03494,No Acceleration/Deceleration,0
378.0,19.176039,-0.167691,-0.009714,No Acceleration/Deceleration,0
379.0,19.028532,-0.147507,0.020184000000000007,No Acceleration/Deceleration,0
380.0,18.966257,-0.062275,0.085232,No Acceleration/Deceleration,0
381.0,19.013044,0.046787,0.10906199999999999,No Acceleration/Deceleration,0
382.0,18.91534,-0.097704,-0.144491,No Acceleration/Deceleration,0
383.0,18.707264,-0.208076,-0.11037200000000001,No Acceleration/Deceleration,0
384.0,18.158442,-0.548822,-0.340746,No Acceleration/Deceleration,0
385.0,17.624159,-0.534283,0.01453900000000008,No Acceleration/Deceleration,0
386.0,17.480259,-0.1439,0.3903829999999999,No Acceleration/Deceleration,0
387.0,17.045454,-0.434805,-0.29090499999999997,No Acceleration/Deceleration,0
388.0,16.160063,-0.885391,-0.45058600000000004,No Acceleration/Deceleration,0
389.0,15.263713,-0.89635,-0.010958999999999941,No Acceleration/Deceleration,0
390.0,14.768132,-0.495581,0.400769,No Acceleration/Deceleration,0
391.0,14.176493,-0.591639,-0.09605800000000003,No Acceleration/Deceleration,0
392.0,12.876601,-1.299892,-0.708253,Smooth Deceleration,1
393.0,11.18898,-1.687621,-0.387729,No Acceleration/Deceleration,0
394.0,9.474657,-1.714323,-0.026702000000000004,No Acceleration/Deceleration,0
395.0,7.969254,-1.505403,0.20892,No Acceleration/Deceleration,0
396.0,6.2522507,-1.7170033,-0.21160029999999996,No Acceleration/Deceleration,0
397.0,4.786921,-1.4653297,0.25167359999999994,No Acceleration/Deceleration,0
398.0,4.7181973,-0.0687237,1.396606,Rapid Acceleration,0
399.0,5.774466,1.0562687,1.1249924,Rapid Acceleration,0
400.0,6.579766,0.8053,-0.25096869999999993,No Acceleration/Deceleration,0
401.0,7.2049365,0.6251705,-0.18012950000000005,No Acceleration/Deceleration,0
402.0,6.4113884,-0.7935481,-1.4187186,Rapid Deceleration,0
403.0,5.5538287,-0.8575597,-0.06401160000000006,No Acceleration/Deceleration,0
404.0,5.2336264,-0.3202023,0.5373574000000001,Smooth Acceleration,1
405.0,5.137334,-0.0962924,0.2239099,No Acceleration/Deceleration,0
406.0,5.177744,0.04041,0.1367024,No Acceleration/Deceleration,0
407.0,5.6518865,0.4741425,0.4337325,No Acceleration/Deceleration,0
408.0,6.2660823,0.6141958,0.14005329999999994,No Acceleration/Deceleration,0
409.0,6.6658235,0.3997412,-0.21445459999999994,No Acceleration/Deceleration,0
410.0,6.948513,0.2826895,-0.11705170000000004,No Acceleration/Deceleration,0
411.0,6.866256,-0.082257,-0.36494649999999995,No Acceleration/Deceleration,0
412.0,6.8443666,-0.0218894,0.060367599999999993,No Acceleration/Deceleration,0
413.0,6.8913155,0.0469489,0.0688383,No Acceleration/Deceleration,0
414.0,6.908236,0.0169205,-0.0300284,No Acceleration/Deceleration,0
415.0,6.9534726,0.0452366,0.0283161,No Acceleration/Deceleration,0
416.0,6.8425355,-0.1109371,-0.1561737,No Acceleration/Deceleration,0
